pitcher_id,pitch_type,pitches,start_speed,ivb,hb,spin_rate,launch_angle,whiff rate,proportion
694851,CU,66,80.4,-6.8,-12.1,2626.0,21.0,0.25,0.052
694851,,1,,,,,,nan,0.001
656548,SL,405,85.4,-2.4,-3.8,2313.0,14.0,0.3885350318471338,0.498
656548,FF,261,97.0,16.1,3.6,2174.0,6.0,0.23655913978494625,0.321
656548,SI,125,96.5,12.3,11.6,2210.0,12.0,0.125,0.154
656548,KC,15,78.9,-13.0,-10.0,2415.0,-0.0,0.2,0.018
656548,CH,6,93.5,10.1,13.4,2071.0,,nan,0.007
656548,,1,,,,,,nan,0.001
668970,SL,267,83.7,2.5,-11.3,2547.0,14.0,0.3333333333333333,0.443
668970,FF,210,93.0,10.5,8.3,2592.0,26.0,0.3225806451612903,0.348
668970,SI,125,93.7,2.2,16.1,2516.0,9.0,0.18867924528301888,0.207
668970,,1,,,,,,nan,0.002
656550,FF,261,95.3,14.9,5.6,2340.0,14.0,0.2916666666666667,0.379
656550,SL,222,88.0,-0.5,-1.9,2699.0,4.0,0.44144144144144143,0.322
656550,CU,140,83.6,-9.0,-6.0,2862.0,5.0,0.30985915492957744,0.203
656550,FC,62,93.7,10.5,0.5,2508.0,-7.0,0.25,0.09
656550,,4,,,,,,nan,0.006
641703,FF,267,94.5,16.0,5.2,2153.0,6.0,0.16176470588235295,0.39
641703,SL,132,85.6,2.6,-7.5,2323.0,22.0,0.25,0.193
641703,ST,103,81.4,5.3,-13.0,2501.0,26.0,0.3448275862068966,0.151
641703,CH,81,86.0,5.6,11.4,1715.0,8.0,0.3181818181818182,0.118
641703,SC,73,80.4,-4.0,8.2,2057.0,17.0,0.3,0.107
641703,SI,28,94.3,14.5,12.0,2127.0,18.0,0.0,0.041
690544,FF,256,94.2,16.3,-6.6,2314.0,13.0,0.3979591836734694,0.354
690544,ST,207,81.7,1.0,15.7,2729.0,19.0,0.29292929292929293,0.286
690544,FC,126,87.7,5.8,2.3,2480.0,12.0,0.2549019607843137,0.174
690544,CU,106,76.9,-14.1,11.2,2875.0,6.0,0.29545454545454547,0.147
690544,SL,12,83.9,3.5,6.4,2706.0,26.0,0.2,0.017
690544,SI,9,94.5,15.6,-13.0,2339.0,24.0,0.4,0.012
690544,,7,,,,,,nan,0.01
675921,FF,541,93.7,16.2,8.5,2105.0,18.0,0.31189710610932475,0.49
675921,SL,283,84.9,3.5,-4.2,2166.0,19.0,0.3228346456692913,0.256
675921,CH,143,79.6,7.6,13.0,1492.0,15.0,0.38571428571428573,0.13
675921,CU,104,75.4,-13.8,-7.6,1956.0,1.0,0.15625,0.094
675921,SI,31,90.0,14.6,13.7,1932.0,22.0,0.18181818181818182,0.028
675921,,1,,,,,,nan,0.001
675921,FA,1,65.8,5.8,-5.4,1695.0,,nan,0.001
676714,SL,376,81.2,4.4,5.7,2458.0,22.0,0.46195652173913043,0.465
676714,FF,220,92.2,12.9,-9.3,2295.0,22.0,0.18691588785046728,0.272
676714,SI,208,92.2,8.6,-14.1,2222.0,6.0,0.08,0.257
676714,CH,5,85.6,5.2,-8.9,2019.0,12.0,0.0,0.006
676428,SI,662,92.2,3.0,-15.5,2057.0,2.0,0.1277258566978193,0.543
676428,ST,362,82.8,3.1,8.9,2566.0,22.0,0.48031496062992124,0.297
676428,CH,99,86.0,2.6,-15.3,1601.0,21.0,0.2608695652173913,0.081
676428,FF,95,92.1,10.2,-7.5,2010.0,12.0,0.24528301886792453,0.078
676428,,2,,,,,,nan,0.002
688427,FF,360,92.1,13.2,-1.2,2497.0,2.0,0.2413793103448276,0.421
688427,FC,224,84.5,-1.1,6.2,2737.0,12.0,0.2692307692307692,0.262
688427,SL,144,80.3,-1.7,12.5,2698.0,18.0,0.4027777777777778,0.168
688427,ST,106,79.7,-0.9,18.3,2705.0,6.0,0.3333333333333333,0.124
688427,CH,21,85.4,6.4,-13.1,1601.0,25.0,0.0,0.025
688427,,1,,,,,,nan,0.001
667427,FF,323,92.0,17.0,4.7,2059.0,22.0,0.27586206896551724,0.45
667427,SL,315,82.5,-3.7,-1.6,2378.0,12.0,0.4444444444444444,0.439
667427,FS,58,83.9,6.3,10.4,1545.0,5.0,0.5263157894736842,0.081
667427,FC,10,85.8,-2.2,-2.8,2265.0,16.0,0.75,0.014
667427,CH,6,84.7,11.4,9.8,1560.0,,0.5,0.008
667427,,5,,,,,,nan,0.007
689690,SI,340,86.4,3.1,16.7,2278.0,6.0,0.17647058823529413,0.328
689690,ST,281,73.2,2.0,-13.1,2246.0,21.0,0.31451612903225806,0.271
689690,FF,213,87.2,9.5,14.1,2347.0,28.0,0.3,0.205
689690,CH,204,74.0,0.6,15.9,2087.0,7.0,0.44554455445544555,0.197
682175,SI,498,91.0,-2.3,-13.9,1992.0,-4.0,0.14847161572052403,0.678
682175,ST,149,78.5,-1.5,14.5,2310.0,26.0,0.41935483870967744,0.203
682175,SL,76,83.6,1.4,0.2,2194.0,-2.0,0.2702702702702703,0.103
682175,FF,10,91.9,5.5,-16.0,2106.0,-30.0,0.0,0.014
682175,CU,1,71.1,-2.9,-3.7,2102.0,,nan,0.001
682175,CH,1,85.0,-1.3,-16.9,1793.0,,nan,0.001
680691,FF,493,92.8,18.6,5.3,2219.0,25.0,0.19391634980988592,0.542
680691,FC,172,87.1,8.6,-3.6,2350.0,18.0,0.16923076923076924,0.189
680691,FS,113,82.8,5.9,3.9,894.0,21.0,0.2711864406779661,0.124
680691,ST,78,79.3,4.5,-14.0,2468.0,28.0,0.11764705882352941,0.086
680691,CU,52,74.3,-10.8,-9.0,2520.0,10.0,0.1875,0.057
680691,CH,1,88.7,4.4,15.6,1607.0,,nan,0.001
680691,,1,,,,,,nan,0.001
664079,SI,293,92.0,7.5,-15.5,1829.0,-6.0,0.112,0.337
664079,ST,278,80.3,4.4,15.9,2264.0,27.0,0.2624113475177305,0.32
664079,FC,192,88.0,6.3,0.8,2177.0,19.0,0.1717171717171717,0.221
664079,FF,106,91.5,12.9,-10.8,1979.0,6.0,0.2,0.122
664079,,1,,,,,,nan,0.001
686754,FF,463,96.7,16.6,7.0,2247.0,13.0,0.3197969543147208,0.41
686754,CH,304,91.5,6.8,13.4,1798.0,-2.0,0.5185185185185185,0.269
686754,SL,250,89.1,1.8,-4.2,2360.0,2.0,0.29213483146067415,0.221
686754,SI,84,94.4,12.6,12.2,2016.0,8.0,0.23529411764705882,0.074
686754,FC,25,91.3,6.1,-5.1,2416.0,25.0,0.3,0.022
686754,CU,2,86.1,-3.3,-3.4,2345.0,,nan,0.002
686754,,2,,,,,,nan,0.002
696522,FF,487,93.9,16.1,11.5,2288.0,13.0,0.3,0.422
696522,FC,392,89.2,9.2,-1.2,2224.0,10.0,0.19718309859154928,0.34
696522,CH,188,86.4,8.9,19.3,2343.0,15.0,0.20987654320987653,0.163
696522,SL,86,84.1,1.6,-4.7,2243.0,7.0,0.28205128205128205,0.075
696522,,1,,,,,,nan,0.001
676083,FF,410,92.5,18.0,2.6,2288.0,20.0,0.16901408450704225,0.417
676083,SL,225,87.2,4.6,-5.3,2285.0,11.0,0.18018018018018017,0.229
676083,CU,222,81.6,-12.1,-5.6,2472.0,2.0,0.3125,0.226
676083,ST,67,80.4,1.6,-12.5,2420.0,16.0,0.25,0.068
676083,SI,50,92.4,13.8,10.5,2130.0,4.0,0.1111111111111111,0.051
676083,FS,8,84.3,7.4,9.2,1277.0,-2.0,0.0,0.008
676083,,2,,,,,,nan,0.002
641739,SI,337,89.9,1.9,-14.4,2274.0,-5.0,0.16541353383458646,0.416
641739,KC,268,85.4,1.3,-0.2,2402.0,3.0,0.2545454545454545,0.33
641739,FF,111,90.1,8.5,-6.3,2261.0,16.0,0.1276595744680851,0.137
641739,CH,95,83.2,4.0,-11.6,1935.0,11.0,0.29411764705882354,0.117
621076,FF,372,92.1,14.4,5.2,2059.0,19.0,0.19101123595505617,0.373
621076,SL,216,80.9,1.6,-9.0,2363.0,20.0,0.31958762886597936,0.217
621076,CU,161,76.0,-9.8,-10.8,2465.0,15.0,0.2222222222222222,0.161
621076,SI,124,91.4,8.7,15.2,2093.0,6.0,0.05660377358490566,0.124
621076,CH,67,83.8,3.6,9.3,1286.0,8.0,0.35714285714285715,0.067
621076,FC,55,85.1,4.3,-1.9,2207.0,11.0,0.21212121212121213,0.055
621076,,2,,,,,,nan,0.002
666154,SI,827,90.8,7.4,13.0,2188.0,6.0,0.09345794392523364,0.339
666154,SL,708,83.2,2.5,-5.0,2355.0,16.0,0.3397790055248619,0.291
666154,FF,418,91.2,13.5,6.9,2313.0,21.0,0.1793478260869565,0.172
666154,CH,297,85.6,2.1,9.7,1462.0,4.0,0.25517241379310346,0.122
666154,FC,186,88.4,9.1,-0.6,2327.0,12.0,0.20930232558139536,0.076
641745,FF,322,93.8,14.2,0.2,2229.0,9.0,0.19047619047619047,0.306
641745,SL,281,85.9,-2.5,-6.4,2524.0,7.0,0.2953020134228188,0.267
641745,CH,208,89.8,5.7,10.2,1760.0,2.0,0.3402061855670103,0.197
641745,SI,147,92.7,7.9,11.0,1977.0,7.0,0.2777777777777778,0.139
641745,ST,77,83.1,0.3,-13.7,2589.0,32.0,0.38095238095238093,0.073
641745,CU,17,81.5,-7.7,-7.6,2529.0,16.0,0.42857142857142855,0.016
641745,,2,,,,,,nan,0.002
665001,FF,525,87.6,6.6,17.1,2150.0,13.0,0.2564102564102564,0.513
665001,ST,449,74.9,6.2,-13.6,2446.0,24.0,0.3034825870646766,0.438
665001,SL,26,81.6,6.1,-2.1,2354.0,50.0,0.2727272727272727,0.025
665001,CH,17,78.9,-2.2,20.1,2047.0,23.0,0.16666666666666666,0.017
665001,SI,3,91.7,9.2,18.3,2344.0,,nan,0.003
665001,,3,,,,,,nan,0.003
665001,FA,1,66.6,3.1,-13.0,2272.0,,nan,0.001
664028,SI,259,91.4,8.8,16.8,2059.0,7.0,0.13008130081300814,0.392
664028,CH,164,81.8,5.5,11.9,1320.0,16.0,0.28888888888888886,0.248
664028,FF,157,92.1,12.7,13.3,2189.0,25.0,0.28,0.238
664028,SL,79,85.1,7.3,2.5,2232.0,30.0,0.2903225806451613,0.12
664028,,2,,,,,,nan,0.003
695049,FF,759,90.9,16.4,6.3,2123.0,20.0,0.15151515151515152,0.574
695049,SL,298,81.9,-0.9,-4.6,2405.0,13.0,0.33974358974358976,0.225
695049,CH,115,80.9,12.0,8.1,1728.0,5.0,0.24561403508771928,0.087
695049,CU,97,75.3,-11.8,-7.3,2187.0,20.0,0.26666666666666666,0.073
695049,FC,43,89.1,13.1,1.5,2105.0,20.0,0.0,0.033
695049,ST,10,78.2,-2.2,-11.2,2397.0,15.0,0.5714285714285714,0.008
572971,SI,475,87.3,5.4,-14.9,1998.0,-3.0,0.13513513513513514,0.467
572971,CH,294,79.7,4.0,-14.2,1668.0,4.0,0.3411764705882353,0.289
572971,FC,131,84.1,7.3,2.3,2248.0,24.0,0.1276595744680851,0.129
572971,SL,111,77.7,-0.3,8.6,2472.0,3.0,0.4146341463414634,0.109
572971,FF,4,88.6,15.3,-6.8,2230.0,69.0,0.3333333333333333,0.004
572971,,2,,,,,,nan,0.002
668873,FF,254,94.8,15.2,4.9,2141.0,15.0,0.1984732824427481,0.369
668873,KC,114,76.6,-14.5,-8.8,2324.0,6.0,0.18181818181818182,0.166
668873,FC,109,86.2,1.4,-4.0,2150.0,11.0,0.36065573770491804,0.158
668873,SI,98,94.4,12.1,13.0,2017.0,-1.0,0.12,0.142
668873,ST,66,81.5,1.4,-12.6,2248.0,33.0,0.1935483870967742,0.096
668873,CH,42,87.1,6.7,12.5,1632.0,7.0,0.3157894736842105,0.061
668873,,4,,,,,,nan,0.006
668873,CS,1,65.8,-10.9,-12.6,1998.0,,nan,0.001
685116,SI,340,90.6,3.4,-15.0,1861.0,-5.0,0.09032258064516129,0.487
685116,ST,126,78.2,-1.5,11.6,2265.0,25.0,0.27450980392156865,0.181
685116,CH,114,82.4,4.2,-13.9,1685.0,13.0,0.3508771929824561,0.163
685116,CU,96,73.2,-9.2,12.1,2312.0,26.0,0.22857142857142856,0.138
685116,FF,22,90.9,6.8,-15.0,1876.0,-4.0,0.09090909090909091,0.032
694361,FF,483,96.7,16.7,6.8,2073.0,18.0,0.25462962962962965,0.608
694361,CU,191,85.7,-7.8,-4.2,2189.0,6.0,0.29333333333333333,0.24
694361,SL,120,88.2,2.6,-0.7,2166.0,7.0,0.5416666666666666,0.151
694361,,1,,,,,,nan,0.001
680572,SI,511,90.8,3.2,13.8,2060.0,1.0,0.15789473684210525,0.35
680572,FC,331,87.8,6.2,-1.6,2330.0,23.0,0.26490066225165565,0.226
680572,CH,276,86.2,2.3,11.9,1972.0,9.0,0.3076923076923077,0.189
680572,ST,249,80.4,-1.0,-14.9,2515.0,12.0,0.37815126050420167,0.17
680572,FF,68,91.8,11.6,8.2,2150.0,13.0,0.23529411764705882,0.047
680572,CU,22,77.0,-11.2,-14.0,2552.0,18.0,0.2,0.015
680572,,5,,,,,,nan,0.003
689017,FF,509,92.5,18.3,6.7,2381.0,22.0,0.20081967213114754,0.443
689017,SL,329,84.5,2.9,-3.7,2568.0,18.0,0.2727272727272727,0.286
689017,CH,178,83.5,13.7,9.0,1679.0,19.0,0.31868131868131866,0.155
689017,CU,87,78.7,-14.0,-8.3,2837.0,4.0,0.29411764705882354,0.076
689017,,45,,,,,,0.36,0.039
689017,ST,2,86.0,1.4,-10.9,2606.0,,1.0,0.002
571863,FC,357,88.7,4.8,-2.3,2198.0,14.0,0.17560975609756097,0.438
571863,FF,332,93.1,12.5,10.3,2075.0,17.0,0.13333333333333333,0.407
571863,SL,96,81.9,0.6,-8.4,2463.0,16.0,0.2765957446808511,0.118
571863,CH,25,86.8,6.6,13.0,1592.0,13.0,0.3076923076923077,0.031
571863,,5,,,,,,nan,0.006
806577,FC,391,88.5,11.8,-1.0,2056.0,16.0,0.1836734693877551,0.502
806577,FF,187,90.3,16.9,3.7,2058.0,23.0,0.15384615384615385,0.24
806577,CU,119,76.6,-9.6,-0.8,2498.0,29.0,0.16666666666666666,0.153
806577,CH,69,84.2,9.8,10.2,1515.0,8.0,0.1388888888888889,0.089
806577,SL,13,84.0,9.1,6.4,1536.0,14.0,0.16666666666666666,0.017
667434,FC,525,86.5,-0.6,2.2,2532.0,4.0,0.28125,0.579
667434,SI,322,92.4,6.2,11.8,2074.0,1.0,0.16101694915254236,0.355
667434,CU,55,83.3,-8.8,-6.4,2643.0,11.0,0.26666666666666666,0.061
667434,SL,3,83.3,-4.1,1.4,2532.0,,0.0,0.003
667434,FF,1,91.2,13.0,8.8,2073.0,,nan,0.001
688763,FF,348,89.8,15.6,8.3,2116.0,13.0,0.09259259259259259,0.442
688763,ST,179,78.8,1.4,-12.4,2293.0,28.0,0.2976190476190476,0.227
688763,CH,132,82.4,3.2,10.6,1274.0,8.0,0.23728813559322035,0.168
688763,CU,83,74.3,-13.2,-12.8,2558.0,15.0,0.35,0.105
688763,SL,46,82.6,2.7,-1.4,2054.0,8.0,0.2727272727272727,0.058
668820,FF,455,94.4,16.2,4.1,2163.0,19.0,0.19583333333333333,0.46
668820,SL,303,85.6,2.9,-5.3,2121.0,15.0,0.3082191780821918,0.306
668820,CU,149,77.7,-9.5,-11.9,2366.0,7.0,0.375,0.151
668820,ST,51,81.7,7.0,-13.0,2232.0,40.0,0.2962962962962963,0.052
668820,SI,25,92.3,12.9,11.1,2109.0,-0.0,0.1,0.025
668820,,6,,,,,,nan,0.006
667478,FS,350,79.9,2.4,-9.5,1148.0,9.0,0.35294117647058826,0.392
667478,FF,275,89.4,17.5,-11.5,2295.0,24.0,0.19827586206896552,0.308
667478,KC,259,79.4,-5.4,2.6,2024.0,15.0,0.3764705882352941,0.29
667478,,4,,,,,,nan,0.004
667478,SL,3,82.0,-4.1,-1.0,2572.0,,0.5,0.003
667478,CU,1,80.1,-9.6,-3.2,2574.0,,0.0,0.001
667478,SI,1,93.7,7.2,16.7,2353.0,,0.0,0.001
607216,CH,285,85.1,1.0,12.5,1444.0,5.0,0.323943661971831,0.289
607216,FF,268,94.5,14.4,11.6,2183.0,19.0,0.3130434782608696,0.272
607216,FC,254,89.7,8.2,-2.5,2414.0,14.0,0.2831858407079646,0.258
607216,SI,173,93.2,6.9,16.8,2107.0,6.0,0.12087912087912088,0.175
607216,,6,,,,,,nan,0.006
621139,FS,359,82.3,1.1,7.2,1020.0,14.0,0.430939226519337,0.363
621139,FF,270,93.2,17.5,5.2,2210.0,16.0,0.15306122448979592,0.273
621139,SL,232,81.7,5.2,-8.0,2101.0,19.0,0.4835164835164835,0.234
621139,CH,128,81.4,0.5,6.9,995.0,12.0,0.4666666666666667,0.129
621139,,1,,,,,,nan,0.001
640454,SI,321,89.0,1.9,-14.2,2032.0,-6.0,0.22764227642276422,0.437
640454,ST,168,80.7,-0.1,16.6,2681.0,15.0,0.46774193548387094,0.229
640454,FC,164,85.7,4.3,1.2,2435.0,10.0,0.30864197530864196,0.223
640454,CH,80,83.4,-2.0,-13.8,1640.0,6.0,0.3684210526315789,0.109
640454,,1,,,,,,nan,0.001
641771,SI,201,93.8,9.4,15.6,2087.0,-7.0,0.11267605633802817,0.207
641771,FF,195,94.6,14.5,11.7,2198.0,10.0,0.1956521739130435,0.201
641771,FC,193,91.2,10.3,-0.7,2296.0,-2.0,0.32,0.199
641771,SL,133,84.8,1.4,-5.0,2424.0,12.0,0.3103448275862069,0.137
641771,ST,125,79.2,-1.0,-13.0,2588.0,23.0,0.3018867924528302,0.129
641771,CH,123,86.2,4.0,14.9,1659.0,-3.0,0.32786885245901637,0.127
641771,,1,,,,,,nan,0.001
669270,SL,240,88.6,4.3,-3.4,2388.0,7.0,0.3805970149253731,0.379
669270,SI,169,94.2,8.1,14.7,2130.0,-8.0,0.11904761904761904,0.267
669270,FF,113,94.9,13.5,8.3,2133.0,12.0,0.22950819672131148,0.178
669270,CH,65,89.7,4.1,12.0,1539.0,-17.0,0.16666666666666666,0.103
669270,CU,44,81.2,-0.0,-5.9,2237.0,3.0,0.5555555555555556,0.069
669270,,3,,,,,,nan,0.005
665178,FF,433,92.3,17.3,-8.9,2259.0,25.0,0.1878453038674033,0.399
665178,FC,338,83.6,-0.6,2.2,2167.0,13.0,0.4012345679012346,0.311
665178,CH,298,82.6,6.7,-15.8,1997.0,15.0,0.3897058823529412,0.274
665178,,15,,,,,,nan,0.014
665178,SL,2,78.9,-8.8,5.3,2084.0,26.0,0.0,0.002
659275,FF,621,94.1,13.7,7.4,2363.0,11.0,0.15436241610738255,0.434
659275,SL,598,84.3,2.4,-0.6,2519.0,20.0,0.49310344827586206,0.418
659275,SI,122,94.5,12.8,14.4,2315.0,6.0,0.09803921568627451,0.085
659275,CH,88,89.9,8.8,12.3,1720.0,12.0,0.1875,0.061
659275,,2,,,,,,nan,0.001
686747,SI,429,87.1,4.2,-17.1,2031.0,5.0,0.10614525139664804,0.546
686747,ST,234,75.9,2.5,12.2,2126.0,20.0,0.31007751937984496,0.298
686747,CH,93,82.0,8.1,-13.1,1613.0,4.0,0.3191489361702128,0.118
686747,FF,25,89.3,11.3,-13.4,2087.0,0.0,0.125,0.032
686747,,5,,,,,,nan,0.006
641778,FF,653,91.0,15.8,-8.6,2202.0,22.0,0.2299168975069252,0.458
641778,FC,325,86.6,8.5,0.7,2197.0,13.0,0.2251655629139073,0.228
641778,CU,233,75.1,-8.7,9.8,2380.0,12.0,0.2972972972972973,0.164
641778,SL,120,84.8,5.0,4.2,2217.0,12.0,0.1206896551724138,0.084
641778,CH,94,85.1,6.5,-14.4,1671.0,13.0,0.25,0.066
596271,SI,656,87.0,4.4,15.4,2072.0,2.0,0.07624633431085044,0.261
596271,CH,579,80.4,1.4,15.5,1748.0,7.0,0.23974763406940064,0.23
596271,SL,474,79.7,5.2,-4.0,2348.0,19.0,0.38114754098360654,0.188
596271,FF,442,87.5,11.7,12.5,2156.0,20.0,0.11891891891891893,0.176
596271,ST,193,78.1,4.6,-11.6,2389.0,19.0,0.2413793103448276,0.077
596271,FC,87,82.3,7.2,1.3,2222.0,14.0,0.14285714285714285,0.035
596271,CU,86,77.0,-1.9,-6.2,2478.0,24.0,0.2727272727272727,0.034
596271,,1,,,,,,nan,0.0
644396,FF,355,95.5,9.7,12.2,1975.0,2.0,0.1951219512195122,0.47
644396,FC,197,86.0,2.2,-3.5,2247.0,9.0,0.4358974358974359,0.261
644396,FS,167,92.1,7.4,12.4,1701.0,8.0,0.14457831325301204,0.221
644396,CH,36,89.2,3.0,9.4,1349.0,-4.0,0.38095238095238093,0.048
644396,,1,,,,,,nan,0.001
668984,FF,527,93.4,12.9,13.2,2334.0,20.0,0.23684210526315788,0.564
668984,SL,231,83.9,4.7,-4.1,2553.0,16.0,0.3563218390804598,0.247
668984,CH,174,87.4,0.8,15.4,1691.0,7.0,0.2159090909090909,0.186
668984,ST,3,80.2,8.2,-6.9,2478.0,,0.0,0.003
656647,FF,307,92.0,15.3,0.4,2513.0,16.0,0.25547445255474455,0.502
656647,CU,168,79.5,-15.1,7.7,2440.0,-3.0,0.3064516129032258,0.275
656647,FC,134,89.1,6.8,3.6,2516.0,6.0,0.26153846153846155,0.219
656647,,2,,,,,,nan,0.003
656647,SL,1,84.8,-1.2,4.7,2548.0,,nan,0.002
605335,FF,644,88.2,14.9,-8.1,2005.0,15.0,0.13268608414239483,0.487
605335,SL,315,83.2,5.5,4.7,2306.0,13.0,0.2459016393442623,0.238
605335,CH,229,78.9,9.0,-8.9,1317.0,7.0,0.5384615384615384,0.173
605335,ST,110,76.8,-4.6,12.3,2590.0,27.0,0.24489795918367346,0.083
605335,CU,22,73.5,-9.8,8.3,2467.0,4.0,0.42857142857142855,0.017
605335,,2,,,,,,nan,0.002
683004,FF,716,96.4,16.8,6.9,2321.0,23.0,0.3190883190883191,0.538
683004,SL,297,87.4,3.0,-4.5,2504.0,11.0,0.4393063583815029,0.223
683004,FC,126,90.7,9.2,1.8,2425.0,9.0,0.23809523809523808,0.095
683004,CU,109,81.4,-9.1,-6.3,2632.0,4.0,0.3684210526315789,0.082
683004,CH,83,89.1,8.6,13.2,2073.0,20.0,0.14814814814814814,0.062
683004,,1,,,,,,nan,0.001
669193,FF,381,94.1,14.9,10.0,2254.0,28.0,0.29245283018867924,0.619
669193,SL,217,84.8,3.0,-3.0,2417.0,18.0,0.31,0.352
669193,CH,11,86.7,2.5,15.8,2035.0,,1.0,0.018
669193,FS,5,85.8,1.5,7.8,923.0,,nan,0.008
669193,SI,2,95.0,13.6,15.2,2260.0,,0.0,0.003
679712,FF,796,88.7,14.4,-5.6,2025.0,17.0,0.19287833827893175,0.474
679712,SL,358,81.0,-1.4,7.8,2368.0,9.0,0.2709677419354839,0.213
679712,FS,285,79.4,1.8,-8.7,823.0,4.0,0.5476190476190477,0.17
679712,CU,239,75.2,-12.9,13.4,2319.0,12.0,0.4375,0.142
656657,FF,511,91.4,12.3,-11.7,2001.0,12.0,0.23622047244094488,0.35
656657,CU,388,78.5,5.2,9.3,2492.0,22.0,0.31958762886597936,0.266
656657,CH,240,83.5,1.3,-15.9,1857.0,3.0,0.14423076923076922,0.164
656657,FC,176,86.5,7.7,0.7,2348.0,18.0,0.15555555555555556,0.121
656657,SI,139,89.8,4.5,-16.4,1889.0,-1.0,0.034482758620689655,0.095
656657,,5,,,,,,nan,0.003
682052,FF,662,90.1,10.7,-14.0,2086.0,12.0,0.28102189781021897,0.417
682052,SL,476,77.2,-0.2,7.8,2256.0,18.0,0.32677165354330706,0.3
682052,CH,208,82.2,7.3,-16.7,2113.0,8.0,0.3191489361702128,0.131
682052,FC,166,86.7,8.6,-1.0,2133.0,9.0,0.2976190476190476,0.105
682052,SI,70,90.6,9.5,-14.3,2062.0,39.0,0.26666666666666666,0.044
682052,,4,,,,,,nan,0.003
695418,FF,401,92.8,10.8,15.2,2197.0,22.0,0.35071090047393366,0.423
695418,SI,222,92.4,5.1,17.4,2115.0,4.0,0.09090909090909091,0.234
695418,CH,185,84.3,3.4,15.6,1758.0,11.0,0.24731182795698925,0.195
695418,SL,138,84.0,2.7,-0.0,2273.0,16.0,0.3,0.146
695418,FA,1,74.3,2.5,18.2,1733.0,,nan,0.001
695418,,1,,,,,,nan,0.001
702795,SI,530,94.4,11.5,11.7,1824.0,11.0,0.2534246575342466,0.581
702795,SL,181,85.3,-0.7,-2.4,2085.0,12.0,0.20253164556962025,0.198
702795,CH,98,87.6,1.3,14.7,1569.0,3.0,0.275,0.107
702795,ST,90,84.9,-2.9,-7.6,2128.0,23.0,0.24242424242424243,0.099
702795,KC,11,81.5,-13.8,-6.9,2246.0,-13.0,0.3333333333333333,0.012
702795,,2,,,,,,nan,0.002
702795,FC,1,90.1,7.4,3.0,2217.0,,nan,0.001
687922,FF,484,93.6,16.3,-7.0,2174.0,17.0,0.25396825396825395,0.454
687922,SL,262,82.0,4.8,10.2,2219.0,31.0,0.45384615384615384,0.246
687922,FC,215,89.5,8.7,2.0,2143.0,6.0,0.192,0.202
687922,CH,95,85.5,7.6,-10.6,1292.0,10.0,0.5128205128205128,0.089
687922,,9,,,,,,nan,0.008
664192,SI,716,89.2,8.7,-14.8,2119.0,-1.0,0.13372093023255813,0.376
664192,FC,578,89.8,14.0,-5.7,2168.0,11.0,0.1760797342192691,0.303
664192,CU,575,76.2,-1.4,3.3,2079.0,15.0,0.29464285714285715,0.302
664192,CH,29,80.4,5.0,-4.1,1076.0,-11.0,0.3333333333333333,0.015
664192,,7,,,,,,nan,0.004
476595,FC,444,86.1,5.7,4.7,2566.0,10.0,0.22510822510822512,0.449
476595,ST,387,76.7,-1.5,19.5,2710.0,19.0,0.31216931216931215,0.391
476595,CU,151,74.2,-14.8,11.7,2620.0,11.0,0.5370370370370371,0.153
476595,FF,6,85.3,7.6,-12.8,2108.0,-47.0,0.0,0.006
476595,,1,,,,,,nan,0.001
663738,FF,528,92.1,15.6,-7.9,2153.0,21.0,0.2025862068965517,0.283
663738,CH,493,83.7,5.4,-13.7,1581.0,5.0,0.2605633802816901,0.264
663738,SL,397,85.2,4.5,1.4,2224.0,12.0,0.2644230769230769,0.213
663738,SI,218,92.0,9.4,-14.8,2071.0,-5.0,0.11320754716981132,0.117
663738,KC,150,79.1,-4.1,2.6,2240.0,14.0,0.22727272727272727,0.08
663738,FC,81,89.0,9.5,-1.6,2129.0,6.0,0.13333333333333333,0.043
669740,FF,438,93.4,8.9,4.6,2229.0,3.0,0.2561576354679803,0.341
669740,FC,405,88.2,3.7,-1.8,2296.0,7.0,0.19444444444444445,0.315
669740,SL,192,83.7,2.4,-7.7,2245.0,12.0,0.28865979381443296,0.149
669740,SI,144,93.6,8.7,9.1,2225.0,-1.0,0.07575757575757576,0.112
669740,ST,86,82.8,1.9,-9.6,2254.0,10.0,0.30952380952380953,0.067
669740,CU,11,80.9,-2.2,-10.4,2199.0,31.0,0.0,0.009
669740,CH,8,85.4,3.3,10.0,1619.0,,0.0,0.006
669740,,2,,,,,,nan,0.002
656671,SI,541,89.6,10.3,-15.7,2121.0,13.0,0.23107569721115537,0.546
656671,CH,300,80.6,4.1,-16.5,1897.0,10.0,0.4146341463414634,0.303
656671,SL,141,77.6,0.0,5.7,1905.0,2.0,0.3114754098360656,0.142
656671,,9,,,,,,nan,0.009
672836,FF,391,92.0,18.1,8.3,2249.0,24.0,0.2863849765258216,0.562
672836,SL,105,80.1,1.9,-13.4,2308.0,29.0,0.38181818181818183,0.151
672836,FC,92,86.0,9.0,-3.7,2218.0,12.0,0.24074074074074073,0.132
672836,CH,56,84.6,9.3,16.1,1976.0,18.0,0.05555555555555555,0.08
672836,CU,52,78.1,-8.5,-7.8,2316.0,6.0,0.4,0.075
